"No.","Info","Time","Source","Destination","Protocol","Length"
"581883","Standard query response 0x2151 A telem-edge.smartscreen.microsoft.com CNAME tm-prod-wd-csp-edge.trafficmanager.net CNAME prod-agic-scu-2.southcentralus.cloudapp.azure.com A 20.88.206.205","543.535064","9.9.9.9","10.10.10.9","DNS","238"
"582236","Standard query 0x9184 A i.ytimg.com","543.708518","10.10.10.10","9.9.9.9","DNS","71"
"582237","Standard query response 0x9184 A i.ytimg.com A 172.217.2.150 A 142.250.177.22 A 142.251.34.22 A 192.178.57.22 A 172.217.4.182 A 172.217.3.150 A 142.251.34.54 A 192.178.56.54 A 192.178.52.182 A 192.178.52.214 A 192.178.57.54 A 192.178.56.246 A 142.251.218.150 A 192.178.52.150 A 192.178.52.246 A 172.217.15.22","543.724707","9.9.9.9","10.10.10.10","DNS","327"
"582982","Standard query 0x8555 A www.youtube.com","544.248004","10.10.10.10","9.9.9.9","DNS","75"
"582997","Standard query response 0x8555 A www.youtube.com CNAME youtube-ui.l.google.com A 192.178.56.78 A 192.178.56.110 A 192.178.56.142 A 192.178.56.174 A 192.178.56.206 A 192.178.56.238 A 192.178.57.14 A 192.178.57.46 A 172.217.3.142 A 142.251.34.14 A 142.251.34.46 A 142.251.218.142 A 172.217.2.142 A 192.178.52.142 A 192.178.52.174 A 192.178.56.46","544.265090","9.9.9.9","10.10.10.10","DNS","365"
"586169","Standard query 0x2b20 PTR 251.10.10.10.in-addr.arpa","545.532344","10.10.10.9","9.9.9.9","DNS","85"
"586174","Standard query response 0x2b20 No such name PTR 251.10.10.10.in-addr.arpa SOA prisoner.iana.org","545.547771","9.9.9.9","10.10.10.9","DNS","162"
"587683","Standard query 0x8ba5 HTTPS browser.pipe.aria.microsoft.com","546.287629","10.10.10.9","8.8.8.8","DNS","103"
"587685","Standard query 0xb4da A browser.pipe.aria.microsoft.com","546.287629","10.10.10.9","8.8.8.8","DNS","103"
"587688","Standard query response 0xb4da A browser.pipe.aria.microsoft.com CNAME browser.events.data.trafficmanager.net CNAME onedscolprdwus23.westus.cloudapp.azure.com A 20.189.173.24","546.305535","8.8.8.8","10.10.10.9","DNS","226"
"587691","Standard query response 0x8ba5 HTTPS browser.pipe.aria.microsoft.com CNAME browser.events.data.trafficmanager.net CNAME onedscolprdcus00.centralus.cloudapp.azure.com SOA ns1-201.azure-dns.com","546.305535","8.8.8.8","10.10.10.9","DNS","274"
"588367","Standard query 0x3c88 SRV _ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.sisad.local","546.797503","10.10.10.124","9.9.9.9","DNS","123"
"588379","Standard query response 0x3c88 No such name SRV _ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.sisad.local SOA a.root-servers.net","546.816112","9.9.9.9","10.10.10.124","DNS","198"
"588381","Standard query 0xd4b5 SRV _ldap._tcp.dc._msdcs.sisad.local","546.818924","10.10.10.124","9.9.9.9","DNS","92"
"588385","Standard query response 0xd4b5 No such name SRV _ldap._tcp.dc._msdcs.sisad.local SOA a.root-servers.net","546.835119","9.9.9.9","10.10.10.124","DNS","167"
"588387","Standard query 0x9bef SRV _ldap._tcp.4391ced9-6c97-46c7-b1c7-b5acd3642000.domains._msdcs.sisad.local","546.837738","10.10.10.124","9.9.9.9","DNS","134"
"588402","Standard query response 0x9bef No such name SRV _ldap._tcp.4391ced9-6c97-46c7-b1c7-b5acd3642000.domains._msdcs.sisad.local SOA a.root-servers.net","546.852840","9.9.9.9","10.10.10.124","DNS","209"
"589085","Standard query 0xf5dd PTR 254.10.10.10.in-addr.arpa","547.251649","10.10.10.9","9.9.9.9","DNS","85"
"589086","Standard query 0x0cae A rp.cloud.threatseeker.com","547.262728","10.10.10.118","9.9.9.9","DNS","85"
"589087","Standard query response 0xf5dd No such name PTR 254.10.10.10.in-addr.arpa SOA localhost","547.264982","9.9.9.9","10.10.10.9","DNS","144"
"589127","Standard query response 0x0cae A rp.cloud.threatseeker.com A 99.83.233.75","547.277265","9.9.9.9","10.10.10.118","DNS","101"
"590174","Standard query 0x8223 A ocws.officeapps.live.com","547.880166","10.10.10.10","9.9.9.9","DNS","84"
"590241","Standard query response 0x8223 A ocws.officeapps.live.com CNAME prod.ocws1.live.com.akadns.net CNAME us2.ocws1.live.com.akadns.net A 52.109.20.15","547.896268","9.9.9.9","10.10.10.10","DNS","162"
"593457","Standard query 0x80aa PTR 129.10.10.10.in-addr.arpa","549.597090","10.10.10.130","9.9.9.9","DNS","85"
"593476","Standard query response 0x80aa No such name PTR 129.10.10.10.in-addr.arpa SOA prisoner.iana.org","549.615270","9.9.9.9","10.10.10.130","DNS","162"
"593620","Standard query 0x0a14 PTR 111.10.10.10.in-addr.arpa","549.693046","10.10.10.130","9.9.9.9","DNS","85"
"593630","Standard query 0xfd3f PTR 162.10.10.10.in-addr.arpa","549.709451","10.10.10.130","9.9.9.9","DNS","85"
"593631","Standard query 0x3e27 PTR 137.10.10.10.in-addr.arpa","549.709451","10.10.10.130","9.9.9.9","DNS","85"
"593645","Standard query 0x0a14 PTR 111.10.10.10.in-addr.arpa","549.724955","10.10.10.130","8.8.8.8","DNS","85"
"593646","Standard query 0x0d01 PTR 173.10.10.10.in-addr.arpa","549.724955","10.10.10.130","9.9.9.9","DNS","85"
"593647","Standard query 0x5ad2 PTR 166.10.10.10.in-addr.arpa","549.724955","10.10.10.130","9.9.9.9","DNS","85"
"593657","Standard query response 0xfd3f No such name PTR 162.10.10.10.in-addr.arpa SOA prisoner.iana.org","549.736453","9.9.9.9","10.10.10.130","DNS","162"
"593658","Standard query response 0x3e27 No such name PTR 137.10.10.10.in-addr.arpa SOA localhost","549.737528","9.9.9.9","10.10.10.130","DNS","144"
"593668","Standard query response 0x0d01 No such name PTR 173.10.10.10.in-addr.arpa SOA localhost","549.740170","9.9.9.9","10.10.10.130","DNS","144"
"593674","Standard query response 0x5ad2 No such name PTR 166.10.10.10.in-addr.arpa SOA localhost","549.744108","9.9.9.9","10.10.10.130","DNS","144"
"593675","Standard query response 0x0a14 No such name PTR 111.10.10.10.in-addr.arpa","549.745770","8.8.8.8","10.10.10.130","DNS","85"
"594141","Standard query 0x6360 PTR 182.10.10.10.in-addr.arpa","550.026439","10.10.10.9","9.9.9.9","DNS","85"
"594145","Standard query response 0x6360 No such name PTR 182.10.10.10.in-addr.arpa SOA localhost","550.040414","9.9.9.9","10.10.10.9","DNS","144"
"594902","Standard query 0x0c3f A deff.nelreports.net","550.198799","10.10.10.9","8.8.8.8","DNS","91"
"594908","Standard query 0x128f HTTPS deff.nelreports.net","550.202208","10.10.10.9","8.8.8.8","DNS","91"
"594931","Standard query response 0x128f HTTPS deff.nelreports.net CNAME deff.nelreports.net.akamaized.net CNAME a1858.dscd.akamai.net SOA n0dscd.akamai.net","550.225297","8.8.8.8","10.10.10.9","DNS","233"
"594936","Standard query response 0x0c3f A deff.nelreports.net CNAME deff.nelreports.net.akamaized.net CNAME a1858.dscd.akamai.net A 23.200.87.143 A 23.210.249.74","550.244150","8.8.8.8","10.10.10.9","DNS","201"
"595633","Standard query 0x7648 A mobile.events.data.microsoft.com","550.520207","10.10.10.129","9.9.9.9","DNS","92"
"595691","Standard query response 0x7648 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus05.centralus.cloudapp.azure.com A 20.44.10.123","550.537478","9.9.9.9","10.10.10.129","DNS","215"
"595810","Standard query 0x471a PTR 108.10.10.10.in-addr.arpa","550.679909","10.10.10.130","9.9.9.9","DNS","85"
"595813","Standard query response 0x471a No such name PTR 108.10.10.10.in-addr.arpa SOA localhost","550.696352","9.9.9.9","10.10.10.130","DNS","144"
"595821","Standard query 0xaa0d PTR 152.10.10.10.in-addr.arpa","550.711854","10.10.10.130","9.9.9.9","DNS","85"
"595827","Standard query response 0xaa0d No such name PTR 152.10.10.10.in-addr.arpa SOA prisoner.iana.org","550.730567","9.9.9.9","10.10.10.130","DNS","162"
"596292","Standard query 0x6e85 A app-edge.smartscreen.microsoft.com","551.548768","10.10.10.9","9.9.9.9","DNS","106"
"596295","Standard query 0xbec2 HTTPS app-edge.smartscreen.microsoft.com","551.552496","10.10.10.9","9.9.9.9","DNS","106"
"596305","Standard query response 0xbec2 HTTPS app-edge.smartscreen.microsoft.com CNAME prod-atm-wds-apprep.trafficmanager.net CNAME wd-prod-ss-us-southcentral-1-fe.southcentralus.cloudapp.azure.com SOA ns1-01.azure-dns.com","551.569910","9.9.9.9","10.10.10.9","DNS","296"
"596313","Standard query response 0x6e85 A app-edge.smartscreen.microsoft.com CNAME prod-atm-wds-apprep.trafficmanager.net CNAME wd-prod-ss-us-southcentral-2-fe.southcentralus.cloudapp.azure.com A 52.255.98.90","551.599152","9.9.9.9","10.10.10.9","DNS","252"
"596348","Standard query 0xb78a PTR 138.10.10.10.in-addr.arpa","551.731720","10.10.10.130","9.9.9.9","DNS","85"
"596349","Standard query response 0xb78a No such name PTR 138.10.10.10.in-addr.arpa SOA localhost","551.747022","9.9.9.9","10.10.10.130","DNS","144"
"597403","Standard query 0xd3f4 PTR 182.10.10.10.in-addr.arpa","552.574883","10.10.10.130","9.9.9.9","DNS","85"
"597443","Standard query response 0xd3f4 No such name PTR 182.10.10.10.in-addr.arpa SOA localhost","552.590036","9.9.9.9","10.10.10.130","DNS","144"
"597582","Standard query 0x6c55 HTTPS substrate.office.com","552.857046","10.10.10.9","8.8.8.8","DNS","92"
"597586","Standard query 0x8c8f A substrate.office.com","552.860363","10.10.10.9","8.8.8.8","DNS","92"
"597593","Standard query response 0x6c55 HTTPS substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com SOA ns1-34.azure-dns.com","552.875694","8.8.8.8","10.10.10.9","DNS","235"
"597670","Standard query response 0x8c8f A substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com CNAME outlook.ms-acdc.office.com CNAME SAT-efz.ms-acdc.office.com A 52.96.122.98 A 52.96.91.66 A 52.96.121.242 A 52.96.57.98","552.885813","8.8.8.8","10.10.10.9","DNS","268"
"601121","Standard query 0x37d6 PTR 39.10.10.10.in-addr.arpa","555.037731","10.10.10.9","9.9.9.9","DNS","84"
"601126","Standard query response 0x37d6 No such name PTR 39.10.10.10.in-addr.arpa SOA prisoner.iana.org","555.054934","9.9.9.9","10.10.10.9","DNS","161"
"601268","Standard query 0xf5e0 PTR 15.10.10.10.in-addr.arpa","555.207482","10.10.10.9","9.9.9.9","DNS","84"
"601293","Standard query response 0xf5e0 No such name PTR 15.10.10.10.in-addr.arpa SOA localhost","555.223845","9.9.9.9","10.10.10.9","DNS","143"
"601358","Standard query 0x9554 A self.events.data.microsoft.com","555.326535","10.10.10.32","9.9.9.9","DNS","90"
"601360","Standard query response 0x9554 A self.events.data.microsoft.com CNAME self-events-data.trafficmanager.net CNAME onedscolprdwus01.westus.cloudapp.azure.com A 20.189.173.2","555.345783","9.9.9.9","10.10.10.32","DNS","208"
"601871","Standard query 0xf646 PTR 78.10.10.10.in-addr.arpa","555.747191","10.10.10.9","9.9.9.9","DNS","84"
"601881","Standard query response 0xf646 No such name PTR 78.10.10.10.in-addr.arpa SOA prisoner.iana.org","555.763591","9.9.9.9","10.10.10.9","DNS","161"
"604039","Standard query 0xb578 A mobile.events.data.microsoft.com","556.528734","10.10.10.129","9.9.9.9","DNS","92"
"604165","Standard query response 0xb578 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus09.centralus.cloudapp.azure.com A 13.89.179.9","556.547182","9.9.9.9","10.10.10.129","DNS","215"
"604473","Standard query 0xf907 A teams.events.data.microsoft.com","556.679270","10.10.10.124","9.9.9.9","DNS","91"
"604474","Standard query 0x3b1d HTTPS teams.events.data.microsoft.com","556.679270","10.10.10.124","9.9.9.9","DNS","91"
"604526","Standard query response 0x3b1d HTTPS teams.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdwus02.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com","556.699413","9.9.9.9","10.10.10.124","DNS","254"
"605672","Standard query 0xe4bf A teams.events.data.microsoft.com","557.697758","10.10.10.124","8.8.8.8","DNS","91"
"605676","Standard query response 0xe4bf A teams.events.data.microsoft.com CNAME teams-events-data.trafficmanager.net CNAME onedscolprdneu03.northeurope.cloudapp.azure.com A 13.69.239.73","557.716288","8.8.8.8","10.10.10.124","DNS","215"
"607094","Standard query 0xac5c A mobile.events.data.microsoft.com","558.593976","10.10.10.129","9.9.9.9","DNS","92"
"607100","Standard query response 0xac5c A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus05.centralus.cloudapp.azure.com A 20.44.10.123","558.611380","9.9.9.9","10.10.10.129","DNS","215"
"607431","Standard query 0x2b40 PTR 77.10.10.10.in-addr.arpa","558.750918","10.10.10.9","9.9.9.9","DNS","84"
"607537","Standard query response 0x2b40 No such name PTR 77.10.10.10.in-addr.arpa SOA prisoner.iana.org","558.769810","9.9.9.9","10.10.10.9","DNS","161"
"610818","Standard query 0xc4eb PTR 50.10.10.10.in-addr.arpa","559.883443","10.10.10.9","9.9.9.9","DNS","84"
"610857","Standard query response 0xc4eb No such name PTR 50.10.10.10.in-addr.arpa SOA localhost","559.898291","9.9.9.9","10.10.10.9","DNS","143"
"610915","Standard query 0xc4eb PTR 50.10.10.10.in-addr.arpa","559.925007","10.10.10.9","8.8.8.8","DNS","84"
"610921","Standard query response 0xc4eb No such name PTR 50.10.10.10.in-addr.arpa","559.948271","8.8.8.8","10.10.10.9","DNS","84"
"611178","Standard query 0xc353 PTR 166.10.10.10.in-addr.arpa","560.163050","10.10.10.9","9.9.9.9","DNS","85"
"611226","Standard query response 0xc353 No such name PTR 166.10.10.10.in-addr.arpa SOA localhost","560.181590","9.9.9.9","10.10.10.9","DNS","144"
"611852","Standard query 0x973e A MACBOOKAIR-5D2E.sisad.local","561.018506","10.10.10.9","9.9.9.9","DNS","87"
"611855","Standard query response 0x973e No such name A MACBOOKAIR-5D2E.sisad.local SOA a.root-servers.net","561.035426","9.9.9.9","10.10.10.9","DNS","162"
"611881","Standard query 0x973e A MACBOOKAIR-5D2E.sisad.local","561.066252","10.10.10.9","8.8.8.8","DNS","87"
"611894","Standard query response 0x973e No such name A MACBOOKAIR-5D2E.sisad.local SOA a.root-servers.net","561.112846","8.8.8.8","10.10.10.9","DNS","162"
"611927","Standard query 0x3e36 PTR 254.10.10.10.in-addr.arpa","561.121366","10.10.10.130","9.9.9.9","DNS","85"
"611928","Standard query 0x4a9e PTR 251.10.10.10.in-addr.arpa","561.121366","10.10.10.130","9.9.9.9","DNS","85"
"611929","Standard query 0x4c12 PTR 250.10.10.10.in-addr.arpa","561.121366","10.10.10.130","9.9.9.9","DNS","85"
"611930","Standard query response 0x3e36 No such name PTR 254.10.10.10.in-addr.arpa SOA localhost","561.132371","9.9.9.9","10.10.10.130","DNS","144"
"611931","Standard query response 0x4a9e No such name PTR 251.10.10.10.in-addr.arpa SOA prisoner.iana.org","561.132371","9.9.9.9","10.10.10.130","DNS","162"
"611932","Standard query response 0x4c12 No such name PTR 250.10.10.10.in-addr.arpa SOA prisoner.iana.org","561.132371","9.9.9.9","10.10.10.130","DNS","162"
"612101","Standard query 0x3a68 A wpad.sisad.local","561.377086","10.10.10.124","9.9.9.9","DNS","76"
"612102","Standard query response 0x3a68 No such name A wpad.sisad.local SOA a.root-servers.net","561.394981","9.9.9.9","10.10.10.124","DNS","151"
"612108","Standard query 0xfd55 A endpointgw.aether.usa.pandasecurity.com","561.402119","10.10.10.124","9.9.9.9","DNS","99"
"612110","Standard query response 0xfd55 A endpointgw.aether.usa.pandasecurity.com A 13.64.237.215","561.417133","9.9.9.9","10.10.10.124","DNS","115"
"613402","Standard query 0xfd7a A arc-ring.msedge.net","562.320325","10.10.10.10","9.9.9.9","DNS","79"
"613437","Standard query response 0xfd7a A arc-ring.msedge.net CNAME arc-ring.arc-9999.arc-msedge.net CNAME arc-9999.arc-msedge.net A 172.202.65.254 A 172.202.64.254","562.338473","9.9.9.9","10.10.10.10","DNS","168"
"614537","Standard query 0x3828 A cryptolearning.crypto-lattice.com","564.447038","10.10.10.118","9.9.9.9","DNS","93"
"614544","Standard query 0x3828 A cryptolearning.crypto-lattice.com","564.480706","10.10.10.118","8.8.8.8","DNS","93"
"614591","Standard query response 0x3828 A cryptolearning.crypto-lattice.com A 100.20.177.88","564.560299","8.8.8.8","10.10.10.118","DNS","109"
"614640","Standard query response 0x3828 A cryptolearning.crypto-lattice.com A 100.20.177.88","564.575442","9.9.9.9","10.10.10.118","DNS","109"
"618637","Standard query 0x761e SRV _ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.sisad.local","566.378718","10.10.10.9","8.8.8.8","DNS","123"
"618654","Standard query 0x0915 PTR 85.10.10.10.in-addr.arpa","566.379868","10.10.10.9","9.9.9.9","DNS","84"
"618655","Standard query 0x0915 PTR 85.10.10.10.in-addr.arpa","566.379868","10.10.10.9","8.8.8.8","DNS","84"
"618656","Standard query 0x93d3 PTR 108.10.10.10.in-addr.arpa","566.379868","10.10.10.9","9.9.9.9","DNS","85"
"618657","Standard query 0x93d3 PTR 108.10.10.10.in-addr.arpa","566.379868","10.10.10.9","8.8.8.8","DNS","85"
"618658","Standard query 0x761e SRV _ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.sisad.local","566.379868","10.10.10.9","1.1.1.1","DNS","123"
"618727","Standard query response 0x0915 No such name PTR 85.10.10.10.in-addr.arpa SOA prisoner.iana.org","566.395296","9.9.9.9","10.10.10.9","DNS","161"
"618728","Standard query response 0x93d3 No such name PTR 108.10.10.10.in-addr.arpa SOA localhost","566.395296","9.9.9.9","10.10.10.9","DNS","144"
"618730","Standard query response 0x93d3 No such name PTR 108.10.10.10.in-addr.arpa","566.395296","8.8.8.8","10.10.10.9","DNS","85"
"618766","Standard query response 0x0915 No such name PTR 85.10.10.10.in-addr.arpa","566.397770","8.8.8.8","10.10.10.9","DNS","84"
"618768","Standard query 0x69ab A usc-word-edit.officeapps.live.com","566.397770","10.10.10.9","8.8.8.8","DNS","105"
"618774","Standard query 0x8e66 HTTPS usc-word-edit.officeapps.live.com","566.398797","10.10.10.9","8.8.8.8","DNS","105"
"618823","Standard query 0x8b5c A usc-word-edit.officeapps.live.com","566.408954","10.10.10.9","8.8.8.8","DNS","105"
"618862","Standard query response 0x69ab A usc-word-edit.officeapps.live.com CNAME usc-word-edit.wac.trafficmanager.net.wac-0003.wac-dc-msedge.net.wac-0003.wac-msedge.net CNAME wac-0003.wac-msedge.net A 52.108.8.12 A 52.108.9.12","566.415740","8.8.8.8","10.10.10.9","DNS","254"
"618971","Standard query response 0x761e No such name SRV _ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.sisad.local SOA a.root-servers.net","566.426999","8.8.8.8","10.10.10.9","DNS","198"
"619017","Standard query response 0x8b5c A usc-word-edit.officeapps.live.com CNAME usc-word-edit.wac.trafficmanager.net.wac-0003.wac-dc-msedge.net.wac-0003.wac-msedge.net CNAME wac-0003.wac-msedge.net A 52.108.8.12 A 52.108.9.12","566.431416","8.8.8.8","10.10.10.9","DNS","254"
"619018","Standard query response 0x8e66 HTTPS usc-word-edit.officeapps.live.com CNAME usc-word-edit.wac.trafficmanager.net.wac-0003.wac-dc-msedge.net.wac-0003.wac-msedge.net CNAME wac-0003.wac-msedge.net SOA ns1.wac-msedge.net","566.435747","8.8.8.8","10.10.10.9","DNS","279"
"619212","Standard query 0xee1a PTR 111.10.10.10.in-addr.arpa","566.465577","10.10.10.9","9.9.9.9","DNS","85"
"619239","Standard query response 0x761e No such name SRV _ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.sisad.local SOA a.root-servers.net","566.470287","1.1.1.1","10.10.10.9","DNS","198"
"619304","Standard query response 0xee1a No such name PTR 111.10.10.10.in-addr.arpa SOA localhost","566.483816","9.9.9.9","10.10.10.9","DNS","144"
"619341","Standard query 0xee1a PTR 111.10.10.10.in-addr.arpa","566.509478","10.10.10.9","8.8.8.8","DNS","85"
"619342","Standard query 0x1788 PTR 152.10.10.10.in-addr.arpa","566.511740","10.10.10.9","9.9.9.9","DNS","85"
"619345","Standard query response 0xee1a No such name PTR 111.10.10.10.in-addr.arpa","566.524508","8.8.8.8","10.10.10.9","DNS","85"
"619360","Standard query response 0x1788 No such name PTR 152.10.10.10.in-addr.arpa SOA prisoner.iana.org","566.525540","9.9.9.9","10.10.10.9","DNS","162"
"619407","Standard query 0x9e42 SRV _ldap._tcp.dc._msdcs.sisad.local","566.531324","10.10.10.9","9.9.9.9","DNS","92"
"619410","Standard query response 0x9e42 No such name SRV _ldap._tcp.dc._msdcs.sisad.local SOA a.root-servers.net","566.545714","9.9.9.9","10.10.10.9","DNS","167"
"619411","Standard query 0xfd29 SRV _ldap._tcp.4391ced9-6c97-46c7-b1c7-b5acd3642000.domains._msdcs.sisad.local","566.548609","10.10.10.9","9.9.9.9","DNS","134"
"619417","Standard query response 0xfd29 No such name SRV _ldap._tcp.4391ced9-6c97-46c7-b1c7-b5acd3642000.domains._msdcs.sisad.local SOA a.root-servers.net","566.563129","9.9.9.9","10.10.10.9","DNS","209"
"623636","Standard query 0x9d9d A dns.google","567.755254","10.10.10.129","9.9.9.9","DNS","70"
"623639","Standard query 0xdd6e HTTPS dns.google","567.756506","10.10.10.129","9.9.9.9","DNS","70"
"623718","Standard query response 0x9d9d A dns.google A 8.8.4.4 A 8.8.8.8","567.773459","9.9.9.9","10.10.10.129","DNS","102"
"623719","Standard query response 0xdd6e HTTPS dns.google SOA ns1.zdns.google","567.773459","9.9.9.9","10.10.10.129","DNS","146"
"624732","Standard query 0x3268 PTR 173.10.10.10.in-addr.arpa","568.334242","10.10.10.9","9.9.9.9","DNS","85"
"624738","Standard query response 0x3268 No such name PTR 173.10.10.10.in-addr.arpa SOA localhost","568.351444","9.9.9.9","10.10.10.9","DNS","144"
"626024","Standard query 0x2c7e PTR 162.10.10.10.in-addr.arpa","569.445538","10.10.10.9","9.9.9.9","DNS","85"
"626032","Standard query response 0x2c7e No such name PTR 162.10.10.10.in-addr.arpa SOA prisoner.iana.org","569.461109","9.9.9.9","10.10.10.9","DNS","162"
"627913","Standard query 0x83ef PTR 137.10.10.10.in-addr.arpa","570.202060","10.10.10.9","9.9.9.9","DNS","85"
"627916","Standard query response 0x83ef No such name PTR 137.10.10.10.in-addr.arpa SOA localhost","570.221984","9.9.9.9","10.10.10.9","DNS","144"
"628036","Standard query 0x57ec PTR 138.10.10.10.in-addr.arpa","570.325226","10.10.10.9","9.9.9.9","DNS","85"
"628040","Standard query response 0x57ec No such name PTR 138.10.10.10.in-addr.arpa SOA localhost","570.341072","9.9.9.9","10.10.10.9","DNS","144"
"633397","Standard query 0xecec PTR 2.10.10.10.in-addr.arpa","573.652364","10.10.10.9","9.9.9.9","DNS","83"
"633398","Standard query response 0xecec No such name PTR 2.10.10.10.in-addr.arpa SOA prisoner.iana.org","573.670066","9.9.9.9","10.10.10.9","DNS","160"
"633570","Standard query 0x9f11 A www.facebook.com","573.818746","10.10.10.129","9.9.9.9","DNS","76"
"633581","Standard query response 0x9f11 A www.facebook.com CNAME star-mini.c10r.facebook.com A 157.240.25.35","573.836327","9.9.9.9","10.10.10.129","DNS","121"
"633586","Standard query 0xadc4 A star-mini.c10r.facebook.com","573.838867","10.10.10.129","9.9.9.9","DNS","87"
"633590","Standard query response 0xadc4 A star-mini.c10r.facebook.com A 157.240.25.35","573.853903","9.9.9.9","10.10.10.129","DNS","103"
"633591","Standard query 0x5f4e AAAA star-mini.c10r.facebook.com","573.854915","10.10.10.129","9.9.9.9","DNS","87"
"633592","Standard query response 0x5f4e AAAA star-mini.c10r.facebook.com AAAA 2a03:2880:f135:181:face:b00c:0:25de","573.870438","9.9.9.9","10.10.10.129","DNS","115"
"633799","Standard query 0x23a5 PTR 128.10.10.10.in-addr.arpa","574.357346","10.10.10.9","9.9.9.9","DNS","85"
"633802","Standard query response 0x23a5 No such name PTR 128.10.10.10.in-addr.arpa SOA prisoner.iana.org","574.371816","9.9.9.9","10.10.10.9","DNS","162"
"633854","Standard query 0x3d05 PTR 54.10.10.10.in-addr.arpa","574.477224","10.10.10.9","9.9.9.9","DNS","84"
"633855","Standard query 0x2082 PTR 10.10.10.10.in-addr.arpa","574.477224","10.10.10.9","9.9.9.9","DNS","84"
"633860","Standard query 0xce93 PTR 82.10.10.10.in-addr.arpa","574.491986","10.10.10.9","9.9.9.9","DNS","84"
"633862","Standard query response 0x2082 No such name PTR 10.10.10.10.in-addr.arpa SOA localhost","574.491986","9.9.9.9","10.10.10.9","DNS","143"
"633863","Standard query response 0x3d05 No such name PTR 54.10.10.10.in-addr.arpa SOA localhost","574.494124","9.9.9.9","10.10.10.9","DNS","143"
"633868","Standard query response 0xce93 No such name PTR 82.10.10.10.in-addr.arpa SOA localhost","574.509922","9.9.9.9","10.10.10.9","DNS","143"
"634414","Standard query 0xbc8c A play.google.com","574.951797","10.10.10.10","9.9.9.9","DNS","75"
"634479","Standard query response 0xbc8c A play.google.com A 192.178.52.174","574.969297","9.9.9.9","10.10.10.10","DNS","91"
"634480","Standard query 0xbc8c A play.google.com","574.970595","10.10.10.10","8.8.8.8","DNS","75"
"634491","Standard query response 0xbc8c A play.google.com A 142.250.177.14","574.992806","8.8.8.8","10.10.10.10","DNS","91"
"634833","Standard query 0x19ef A www.google.com","575.184905","10.10.10.128","9.9.9.9","DNS","74"
"634834","Standard query 0x101f A www.google.com","575.186163","10.10.10.128","8.8.8.8","DNS","74"
"634840","Standard query 0xefb5 A www.google.com","575.201502","10.10.10.128","1.1.1.1","DNS","74"
"634841","Standard query response 0x19ef A www.google.com A 192.178.52.196","575.203977","9.9.9.9","10.10.10.128","DNS","90"
"634842","Standard query response 0x101f A www.google.com A 142.251.34.36","575.203977","8.8.8.8","10.10.10.128","DNS","90"
"634937","Standard query response 0xefb5 A www.google.com A 142.250.217.132","575.251621","1.1.1.1","10.10.10.128","DNS","90"
"638065","Standard query 0xb18c PTR 32.10.10.10.in-addr.arpa","576.302426","10.10.10.9","9.9.9.9","DNS","84"
"638144","Standard query response 0xb18c No such name PTR 32.10.10.10.in-addr.arpa SOA localhost","576.319647","9.9.9.9","10.10.10.9","DNS","143"
"638854","Standard query 0x91e3 A DESKTOP-6AFCBOV.sisad.local","576.441629","10.10.10.9","9.9.9.9","DNS","87"
"638970","Standard query response 0x91e3 No such name A DESKTOP-6AFCBOV.sisad.local SOA a.root-servers.net","576.458471","9.9.9.9","10.10.10.9","DNS","162"
"644202","Standard query 0xf317 A dns.google","578.839821","10.10.10.118","9.9.9.9","DNS","70"
"644203","Standard query 0xf120 HTTPS dns.google","578.839821","10.10.10.118","9.9.9.9","DNS","70"
"644216","Standard query response 0xf317 A dns.google A 8.8.4.4 A 8.8.8.8","578.856566","9.9.9.9","10.10.10.118","DNS","102"
"644217","Standard query response 0xf120 HTTPS dns.google SOA ns1.zdns.google","578.856566","9.9.9.9","10.10.10.118","DNS","146"
"645447","Standard query 0x0fba A login.microsoftonline.com","579.251536","10.10.10.54","9.9.9.9","DNS","85"
"645469","Standard query response 0x0fba A login.microsoftonline.com CNAME login.mso.msidentity.com CNAME ak.privatelink.msidentity.com CNAME www.tm.ak.prd.aadg.akadns.net A 20.190.155.3 A 20.190.155.65 A 20.190.155.67 A 40.126.27.66 A 20.190.155.132 A 20.190.155.16 A 20.190.155.1 A 20.190.155.131","579.269526","9.9.9.9","10.10.10.54","DNS","320"
"646565","Standard query 0xdf16 A aad.cs.dds.microsoft.com","580.196107","10.10.10.54","9.9.9.9","DNS","84"
