"No.","Time","Source","Destination","Protocol","Length","Info"
"927","30.105679","ASUSTekCOMPU_29:4c:fe","Broadcast","ARP","64","Who has 192.168.1.156? Tell 192.168.1.216"
"928","30.167348","192.168.1.172","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question"
"929","30.167945","192.168.1.172","224.0.0.251","MDNS","327","Standard query response 0x0000 PTR SilentSiggo::ACICSMOHAM2._oculusal_sp._tcp.local SRV 0 0 49730 ACICSMOHAM2.local TXT A 192.168.1.172 NSEC ACICSMOHAM2.local"
"930","30.177285","192.168.1.172","157.240.241.55","TLSv1.2","525","Application Data"
"931","30.201325","157.240.241.55","192.168.1.172","TLSv1.2","145","Application Data"
"932","30.203654","192.168.1.172","157.240.241.55","TLSv1.2","902","Application Data"
"933","30.203654","192.168.1.172","157.240.241.55","TLSv1.2","92","Application Data"
"934","30.207404","157.240.241.55","192.168.1.172","TCP","60","443  >  55303 [ACK] Seq=16334 Ack=8067 Win=823 Len=0"
"935","30.227151","192.168.1.183","255.255.255.255","UDP","234","49154  >  6667 Len=188"
"936","30.233874","157.240.241.55","192.168.1.172","TLSv1.2","2814","Application Data"
"937","30.234269","157.240.241.55","192.168.1.172","TLSv1.2","163","Application Data"
"938","30.234269","157.240.241.55","192.168.1.172","TLSv1.2","341","Application Data"
"939","30.239392","192.168.1.172","157.240.241.55","TCP","64","55303  >  443 [ACK] Seq=8067 Ack=19490 Win=512 Len=0"
"940","30.298999","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"941","30.714535","Espressif_0a:94:2e","Broadcast","ARP","64","ARP Announcement for 192.168.1.183"
"942","30.746075","192.168.1.1","192.168.1.9","CLASSIC-STUN","70","Message: Binding Request"
"943","30.748015","192.168.1.9","192.168.1.1","CLASSIC-STUN","102","Message: Binding Response"
"944","30.835489","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"945","30.840109","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"946","30.890185","ASUSTekCOMPU_ad:f0:f9","Ubiquiti_48:1b:02","ARP","64","Who has 192.168.1.1? Tell 192.168.1.215"
"947","30.890185","Ubiquiti_48:1b:02","ASUSTekCOMPU_ad:f0:f9","ARP","60","192.168.1.1 is at 18:e8:29:48:1b:02"
"948","31.007653","192.168.1.108","192.168.1.1","ICMP","102","Echo (ping) request  id=0x3e02, seq=0/0, ttl=64 (reply in 949)"
"949","31.007654","192.168.1.1","192.168.1.108","ICMP","98","Echo (ping) reply    id=0x3e02, seq=0/0, ttl=64 (request in 948)"
"950","31.017589","RivetNetwork_22:6a:41","Ubiquiti_48:1b:02","ARP","64","192.168.1.26 is at 9c:b6:d0:22:6a:41"
"951","31.026956","RivetNetwork_22:6a:41","Ubiquiti_48:1b:02","ARP","64","192.168.1.25 is at 9c:b6:d0:22:6a:41"
"952","31.037650","RivetNetwork_22:6a:41","Ubiquiti_48:1b:02","ARP","64","192.168.1.21 is at 9c:b6:d0:22:6a:41"
"953","31.043570","PCSSystemtec_45:5c:08","Broadcast","ARP","64","Who has 192.168.1.207? Tell 192.168.1.81"
"954","31.075835","192.168.1.214","8.8.8.8","DNS","87","Standard query 0x5c8d PTR 1.0.17.172.in-addr.arpa"
"955","31.075835","192.168.1.214","8.8.8.8","DNS","90","Standard query 0x5d85 PTR 214.1.168.192.in-addr.arpa"
"956","31.080927","8.8.8.8","192.168.1.214","DNS","83","Standard query response 0x5c8d No such name PTR 1.0.17.172.in-addr.arpa"
"957","31.083432","8.8.8.8","192.168.1.214","DNS","86","Standard query response 0x5d85 No such name PTR 214.1.168.192.in-addr.arpa"
"958","31.299220","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"959","31.335397","Ubiquiti_26:2d:df","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/18:e8:29:26:2d:de  Cost = 0  Port = 0x8031"
"960","31.839300","192.168.1.81","3.33.190.236","TLSv1.2","1165","Application Data"
"961","31.883504","3.33.190.236","192.168.1.81","TLSv1.2","625","Application Data"
"962","31.883660","192.168.1.81","3.33.190.236","TCP","70","37554  >  443 [ACK] Seq=9879 Ack=12258 Win=501 Len=0 TSval=133235192 TSecr=79469529"
"963","31.931547","158.115.141.166","192.168.1.87","SIGCOMP","163","Msg format 1[Malformed Packet]"
"964","31.935339","192.168.1.87","158.115.141.166","SIGCOMP","168","Msg format 1[Malformed Packet]"
"965","32.064630","192.168.1.172","239.255.255.250","SSDP","140","M-SEARCH * HTTP/1.1 "
"966","32.068574","PCSSystemtec_45:5c:08","Broadcast","ARP","64","Who has 192.168.1.207? Tell 192.168.1.81"
"967","32.099392","CiscoMeraki_61:d0:cf","Ubiquiti_48:1b:02","ARP","64","Who has 192.168.1.1? Tell 192.168.1.87"
"968","32.099392","Ubiquiti_48:1b:02","CiscoMeraki_61:d0:cf","ARP","60","192.168.1.1 is at 18:e8:29:48:1b:02"
"969","32.175031","192.168.1.172","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question"
"970","32.175535","192.168.1.172","224.0.0.251","MDNS","327","Standard query response 0x0000 PTR SilentSiggo::ACICSMOHAM2._oculusal_sp._tcp.local SRV 0 0 49730 ACICSMOHAM2.local TXT A 192.168.1.172 NSEC ACICSMOHAM2.local"
"971","32.299585","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"972","32.492507","192.168.1.185","162.159.61.4","TLSv1.2","109","Application Data"
"973","32.496776","162.159.61.4","192.168.1.185","TLSv1.2","105","Application Data"
"974","32.496776","192.168.1.185","162.159.61.4","TCP","70","58532  >  443 [ACK] Seq=40 Ack=40 Win=6951 Len=0 TSval=2119584728 TSecr=4209632008"
"975","32.843066","18.197.213.150","192.168.1.9","TCP","66","[TCP Dup ACK 84#2] 80  >  55704 [ACK] Seq=1 Ack=1 Win=442 Len=0 TSval=4122341192 TSecr=2174559676"
"976","32.843066","192.168.1.9","18.197.213.150","TCP","70","[TCP Dup ACK 85#2] 55704  >  80 [ACK] Seq=1 Ack=2 Win=2048 Len=0 TSval=2174574781 TSecr=4118700384"
"977","32.955784","192.168.1.81","239.255.255.250","SSDP","380","NOTIFY * HTTP/1.1 "
"978","32.955983","fe80::6c34:3c16:9604:eae1","ff02::c","SSDP","409","NOTIFY * HTTP/1.1 "
"979","33.093873","PCSSystemtec_45:5c:08","Broadcast","ARP","64","Who has 192.168.1.207? Tell 192.168.1.81"
"980","33.290637","192.168.1.9","142.251.35.163","UDP","160","49313  >  443 Len=114"
"981","33.297864","142.251.35.163","192.168.1.9","UDP","71","443  >  49313 Len=29"
"982","33.299711","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"983","33.305780","192.168.1.9","142.251.35.163","UDP","79","49313  >  443 Len=33"
"984","33.312441","142.251.35.163","192.168.1.9","UDP","158","443  >  49313 Len=116"
"985","33.312441","142.251.35.163","192.168.1.9","UDP","65","443  >  49313 Len=23"
"986","33.312831","192.168.1.9","142.251.35.163","UDP","83","49313  >  443 Len=37"
"987","33.315214","192.168.1.9","142.251.35.163","UDP","79","49313  >  443 Len=33"
"988","33.321468","142.251.35.163","192.168.1.9","UDP","67","443  >  49313 Len=25"
"989","33.330892","Ubiquiti_26:2d:df","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/18:e8:29:26:2d:de  Cost = 0  Port = 0x8031"
"990","33.398932","192.168.1.87","158.115.141.166","SIGCOMP","158","Msg format 1[Malformed Packet]"
"991","33.398932","192.168.1.87","158.115.133.213","SIGCOMP","158","Msg format 1[Malformed Packet]"
"992","33.417489","158.115.141.166","192.168.1.87","SIGCOMP","88","Msg format 1[Malformed Packet]"
"993","33.476947","192.168.1.9","192.168.1.1","TCP","64","[TCP Dup ACK 105#2] 8080  >  43944 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"994","33.476948","192.168.1.1","192.168.1.9","TCP","66","[TCP Dup ACK 106#2] 43944  >  8080 [ACK] Seq=1 Ack=2 Win=123 Len=0 TSval=382192793 TSecr=1059262564"
"995","33.490276","158.115.133.213","192.168.1.87","SIGCOMP","88","Msg format 1[Malformed Packet]"
"996","33.620441","192.168.1.9","142.251.35.163","UDP","159","49313  >  443 Len=113"
"997","33.627947","142.251.35.163","192.168.1.9","UDP","71","443  >  49313 Len=29"
"998","33.632653","192.168.1.9","142.251.35.163","UDP","79","49313  >  443 Len=33"
"999","33.642585","142.251.35.163","192.168.1.9","UDP","158","443  >  49313 Len=116"
"1000","33.642585","142.251.35.163","192.168.1.9","UDP","65","443  >  49313 Len=23"
"1001","33.643020","192.168.1.9","142.251.35.163","UDP","83","49313  >  443 Len=37"
"1002","33.645080","192.168.1.9","142.251.35.163","UDP","79","49313  >  443 Len=33"
"1003","33.651596","142.251.35.163","192.168.1.9","UDP","67","443  >  49313 Len=25"
"1004","33.801308","192.168.1.9","142.251.41.14","UDP","1049","58693  >  443 Len=1003"
"1005","33.806139","142.251.41.14","192.168.1.9","UDP","70","443  >  58693 Len=28"
"1006","33.808364","192.168.1.9","142.251.41.14","UDP","79","58693  >  443 Len=33"
"1007","33.849641","192.168.1.1","192.168.1.9","TCP","66","43936  >  8080 [FIN, ACK] Seq=1 Ack=2 Win=123 Len=0 TSval=382192830 TSecr=396967029"
"1008","33.849642","192.168.1.9","192.168.1.1","TCP","70","[TCP Previous segment not captured] 8080  >  43936 [ACK] Seq=2 Ack=2 Win=2048 Len=0 TSval=397227965 TSecr=382192830"
"1009","33.849926","192.168.1.1","192.168.1.9","TCP","74","43946  >  8080 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM TSval=382192830 TSecr=0 WS=128"
"1010","33.850268","192.168.1.9","192.168.1.1","TCP","82","8080  >  43946 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=64 TSval=1990155178 TSecr=382192830 SACK_PERM"
"1011","33.850268","192.168.1.1","192.168.1.9","TCP","66","43946  >  8080 [ACK] Seq=1 Ack=1 Win=14720 Len=0 TSval=382192830 TSecr=1990155178"
"1012","33.850268","192.168.1.9","192.168.1.1","TCP","70","[TCP Window Update] 8080  >  43946 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=1990155178 TSecr=382192830"
"1013","33.850356","192.168.1.1","192.168.1.9","TCP","244","43946  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=14720 Len=178 TSval=382192830 TSecr=1990155178 [TCP segment of a reassembled PDU]"
"1014","33.850527","192.168.1.9","192.168.1.1","TCP","70","8080  >  43946 [ACK] Seq=1 Ack=179 Win=131584 Len=0 TSval=1990155178 TSecr=382192830"
"1015","33.852451","192.168.1.9","192.168.1.1","HTTP","87","HTTP/1.1 100  "
"1016","33.852452","192.168.1.1","192.168.1.9","TCP","66","43946  >  8080 [ACK] Seq=179 Ack=18 Win=14720 Len=0 TSval=382192830 TSecr=1990155181"
"1017","33.852540","192.168.1.1","192.168.1.9","TCP","4410","43946  >  8080 [ACK] Seq=179 Ack=18 Win=14720 Len=4344 TSval=382192830 TSecr=1990155181 [TCP segment of a reassembled PDU]"
"1018","33.852881","192.168.1.9","192.168.1.1","TCP","70","8080  >  43946 [ACK] Seq=18 Ack=1627 Win=130112 Len=0 TSval=1990155181 TSecr=382192830"
"1019","33.852881","192.168.1.9","192.168.1.1","TCP","70","8080  >  43946 [ACK] Seq=18 Ack=3075 Win=128640 Len=0 TSval=1990155181 TSecr=382192830"
"1020","33.852882","192.168.1.9","192.168.1.1","TCP","70","8080  >  43946 [ACK] Seq=18 Ack=4523 Win=129600 Len=0 TSval=1990155181 TSecr=382192830"
"1021","33.852882","192.168.1.9","192.168.1.1","TCP","70","[TCP ACKed unseen segment] 8080  >  43946 [ACK] Seq=18 Ack=5971 Win=128128 Len=0 TSval=1990155181 TSecr=382192830"
"1022","33.852882","192.168.1.9","192.168.1.1","TCP","70","[TCP Window Update] 8080  >  43946 [ACK] Seq=18 Ack=5971 Win=131072 Len=0 TSval=1990155181 TSecr=382192830"
"1023","33.852882","192.168.1.9","192.168.1.1","TCP","70","[TCP ACKed unseen segment] 8080  >  43946 [ACK] Seq=18 Ack=7419 Win=129600 Len=0 TSval=1990155181 TSecr=382192830"
"1024","33.852882","192.168.1.9","192.168.1.1","TCP","70","[TCP ACKed unseen segment] 8080  >  43946 [ACK] Seq=18 Ack=8867 Win=128128 Len=0 TSval=1990155181 TSecr=382192830"
"1025","33.852882","192.168.1.9","192.168.1.1","TCP","70","[TCP Window Update] 8080  >  43946 [ACK] Seq=18 Ack=8867 Win=131072 Len=0 TSval=1990155181 TSecr=382192830"
"1026","33.852909","192.168.1.1","192.168.1.9","HTTP","9960","POST /inform HTTP/1.1  (application/x-binary)"
"1027","33.852909","192.168.1.9","192.168.1.1","TCP","70","8080  >  43946 [ACK] Seq=18 Ack=10315 Win=129600 Len=0 TSval=1990155181 TSecr=382192830"
"1028","33.852951","192.168.1.9","192.168.1.1","TCP","70","8080  >  43946 [ACK] Seq=18 Ack=11763 Win=128128 Len=0 TSval=1990155181 TSecr=382192830"
"1029","33.852951","192.168.1.9","192.168.1.1","TCP","70","[TCP Window Update] 8080  >  43946 [ACK] Seq=18 Ack=11763 Win=131072 Len=0 TSval=1990155181 TSecr=382192830"
"1030","33.852951","192.168.1.9","192.168.1.1","TCP","70","8080  >  43946 [ACK] Seq=18 Ack=13211 Win=129600 Len=0 TSval=1990155181 TSecr=382192830"
"1031","33.852951","192.168.1.9","192.168.1.1","TCP","70","8080  >  43946 [ACK] Seq=18 Ack=14417 Win=128384 Len=0 TSval=1990155181 TSecr=382192830"
"1032","33.856404","192.168.1.9","192.168.1.1","HTTP","324","HTTP/1.1 200   (application/x-binary)"
"1033","33.895962","192.168.1.1","192.168.1.9","TCP","66","43946  >  8080 [ACK] Seq=14417 Ack=272 Win=15744 Len=0 TSval=382192835 TSecr=1990155185"
"1034","33.904106","142.251.41.14","192.168.1.9","UDP","207","443  >  58693 Len=165"
"1035","33.909119","142.251.41.14","192.168.1.9","UDP","571","443  >  58693 Len=529"
"1036","33.909119","142.251.41.14","192.168.1.9","UDP","115","443  >  58693 Len=73"
"1037","33.909182","192.168.1.9","142.251.41.14","UDP","82","58693  >  443 Len=36"
"1038","33.911046","192.168.1.9","142.251.41.14","UDP","79","58693  >  443 Len=33"
"1039","33.911047","142.251.41.14","192.168.1.9","UDP","76","443  >  58693 Len=34"
"1040","33.911047","142.251.41.14","192.168.1.9","UDP","150","443  >  58693 Len=108"
"1041","33.912680","192.168.1.9","142.251.41.14","UDP","79","58693  >  443 Len=33"
"1042","33.914448","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"1043","33.915983","158.115.141.166","192.168.1.87","SIGCOMP","166","Msg format 1[Malformed Packet]"
"1044","33.917629","192.168.1.87","158.115.141.166","SIGCOMP","177","Msg format 1"
"1045","33.936132","158.115.141.166","192.168.1.87","SIGCOMP","158","Msg format 1[Malformed Packet]"
"1046","33.936132","158.115.141.166","192.168.1.87","SIGCOMP","355","Msg format 1"
"1047","33.938092","192.168.1.87","158.115.141.166","SIGCOMP","169","Msg format 1[Malformed Packet]"
"1048","33.941945","192.168.1.87","158.115.141.166","SIGCOMP","411","Msg format 1"
"1049","33.959937","142.251.41.14","192.168.1.9","UDP","151","443  >  58693 Len=109"
"1050","33.960361","158.115.141.166","192.168.1.87","SIGCOMP","158","Msg format 1[Malformed Packet]"
"1051","33.960361","158.115.141.166","192.168.1.87","SIGCOMP","158","Msg format 1[Malformed Packet]"
"1052","33.962503","192.168.1.87","158.115.141.166","SIGCOMP","169","Msg format 1[Malformed Packet]"
"1053","33.969155","192.168.1.9","142.251.41.14","UDP","79","58693  >  443 Len=33"
"1054","33.981000","158.115.141.166","192.168.1.87","SIGCOMP","158","Msg format 1[Malformed Packet]"
"1055","34.069725","192.168.1.172","162.254.193.102","TLSv1.2","117","Application Data"
"1056","34.118353","PCSSystemtec_45:5c:08","Broadcast","ARP","64","Who has 192.168.1.207? Tell 192.168.1.81"
"1057","34.121275","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"1058","34.125925","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"1059","34.140313","162.254.193.102","192.168.1.172","TCP","60","27030  >  50660 [ACK] Seq=1 Ack=119 Win=1023 Len=0"
"1060","34.159258","PhilipsLight_a1:0e:b0","Ubiquiti_48:1b:02","ARP","64","Who has 192.168.1.1? Tell 192.168.1.11"
"1061","34.159258","Ubiquiti_48:1b:02","PhilipsLight_a1:0e:b0","ARP","60","192.168.1.1 is at 18:e8:29:48:1b:02"
"1062","34.299839","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"1063","34.328504","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"1064","34.333598","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"1065","34.459943","142.251.41.14","192.168.1.9","UDP","116","443  >  58693 Len=74"
"1066","34.461509","192.168.1.9","142.251.41.14","UDP","79","58693  >  443 Len=33"
"1067","34.537479","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"1068","34.542476","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"1069","34.585049","192.168.1.48","34.107.221.82","TCP","70","[TCP Keep-Alive] 36452  >  80 [ACK] Seq=302 Ack=299 Win=501 Len=0 TSval=2640083178 TSecr=893469166"
"1070","34.623170","34.107.221.82","192.168.1.48","TCP","66","[TCP Keep-Alive ACK] 80  >  36452 [ACK] Seq=299 Ack=303 Win=303 Len=0 TSval=893479388 TSecr=2640073157"
"1071","34.745537","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"1072","34.750296","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"1073","34.840885","192.168.1.48","34.107.221.82","TCP","70","[TCP Keep-Alive] 36454  >  80 [ACK] Seq=607 Ack=431 Win=501 Len=0 TSval=2640083434 TSecr=2653892333"
"1074","34.879452","34.107.221.82","192.168.1.48","TCP","66","[TCP Keep-Alive ACK] 80  >  36454 [ACK] Seq=431 Ack=608 Win=340 Len=0 TSval=2653902609 TSecr=2640073254"
"1075","34.956368","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"1076","34.962316","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"1077","35.171246","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"1078","35.175925","192.168.1.211","192.168.1.1","DNS","93","Standard query 0xd563 A connectivity-check.ubuntu.com"
"1079","35.175926","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"1080","35.177936","192.168.1.1","192.168.1.211","DNS","233","Standard query response 0xd563 A connectivity-check.ubuntu.com A 34.122.121.32 A 185.125.190.48 A 185.125.190.17 A 185.125.190.18 A 35.224.170.84 A 185.125.190.49 A 91.189.91.48 A 91.189.91.49 A 35.232.111.17"
"1081","35.179701","192.168.1.185","34.122.121.32","TCP","78","43038  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3837389293 TSecr=0 WS=128"
"1082","35.231531","192.168.1.183","255.255.255.255","UDP","234","49154  >  6667 Len=188"
"1083","35.242010","192.168.1.172","157.240.241.55","TLSv1.2","525","Application Data"
"1084","35.265640","157.240.241.55","192.168.1.172","TLSv1.2","145","Application Data"
"1085","35.267963","192.168.1.172","157.240.241.55","TLSv1.2","902","Application Data"
"1086","35.267963","192.168.1.172","157.240.241.55","TLSv1.2","92","Application Data"
"1087","35.271580","157.240.241.55","192.168.1.172","TCP","60","443  >  55303 [ACK] Seq=19581 Ack=9412 Win=845 Len=0"
"1088","35.300476","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"1089","35.318577","157.240.241.55","192.168.1.172","TLSv1.2","2814","Application Data"
"1090","35.319033","157.240.241.55","192.168.1.172","TLSv1.2","164","Application Data"
"1091","35.319033","157.240.241.55","192.168.1.172","TLSv1.2","341","Application Data"
"1092","35.320711","192.168.1.172","157.240.241.55","TCP","64","55303  >  443 [ACK] Seq=9412 Ack=22738 Win=512 Len=0"
"1093","35.330934","Ubiquiti_26:2d:df","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/18:e8:29:26:2d:de  Cost = 0  Port = 0x8031"
"1094","35.376755","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"1095","35.381872","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"1096","35.585330","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"1097","35.590161","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"1098","35.654900","Dell_ca:76:8b","Broadcast","ARP","64","Who has 192.168.1.156? Tell 192.168.1.217"
"1099","35.736932","192.168.1.81","52.23.140.126","SSL","102","Continuation Data"
"1100","35.747060","52.23.140.126","192.168.1.81","TCP","66","443  >  42044 [ACK] Seq=6923 Ack=9871 Win=442 Len=0 TSval=2363454471 TSecr=3384371920"
"1101","35.747060","52.23.140.126","192.168.1.81","SSL","98","Continuation Data"
"1102","35.777878","192.168.1.9","192.168.1.1","TCP","64","[TCP Dup ACK 145#2] 8080  >  43939 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"1103","35.777878","192.168.1.1","192.168.1.9","TCP","66","[TCP Dup ACK 146#2] 43939  >  8080 [ACK] Seq=1 Ack=2 Win=123 Len=0 TSval=382193023 TSecr=2850184158"
"1104","35.788261","192.168.1.81","52.23.140.126","TCP","70","42044  >  443 [ACK] Seq=9871 Ack=6955 Win=501 Len=0 TSval=3384371971 TSecr=2363454471"
"1105","35.811968","209.206.49.216","192.168.1.87","TLSv1.2","136","Application Data"
"1106","35.814194","192.168.1.87","209.206.49.216","TLSv1.2","265","Application Data"
"1107","35.889972","209.206.49.216","192.168.1.87","TCP","66","30001  >  47572 [ACK] Seq=71 Ack=196 Win=1232 Len=0 TSval=2826167302 TSecr=382182444"
"1108","35.993926","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"1109","35.998880","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"1110","36.185221","192.168.1.172","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question"
"1111","36.185962","192.168.1.172","224.0.0.251","MDNS","327","Standard query response 0x0000 PTR SilentSiggo::ACICSMOHAM2._oculusal_sp._tcp.local SRV 0 0 49730 ACICSMOHAM2.local TXT A 192.168.1.172 NSEC ACICSMOHAM2.local"
"1112","36.206433","192.168.1.185","34.122.121.32","TCP","78","[TCP Retransmission] 43038  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3837390320 TSecr=0 WS=128"
"1113","36.300812","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"1114","36.580376","192.168.1.9","142.251.35.163","UDP","159","49313  >  443 Len=113"
"1115","36.588049","142.251.35.163","192.168.1.9","UDP","71","443  >  49313 Len=29"
"1116","36.592648","192.168.1.9","142.251.35.163","UDP","79","49313  >  443 Len=33"
"1117","36.603107","142.251.35.163","192.168.1.9","UDP","158","443  >  49313 Len=116"
"1118","36.603107","142.251.35.163","192.168.1.9","UDP","65","443  >  49313 Len=23"
"1119","36.603142","192.168.1.9","142.251.35.163","UDP","83","49313  >  443 Len=37"
"1120","36.605327","192.168.1.9","142.251.35.163","UDP","79","49313  >  443 Len=33"
"1121","36.612430","142.251.35.163","192.168.1.9","UDP","66","443  >  49313 Len=24"
"1122","36.623415","192.168.1.211","192.168.1.1","DNS","82","Standard query 0xd456 A store.viveport.com"
"1123","36.630389","192.168.1.1","192.168.1.211","DNS","247","Standard query response 0xd456 A store.viveport.com CNAME wildcard-v2.viveport.com.edgekey.net CNAME wildcard-v2.viveport.com.edgekey.net.globalredir.akadns.net CNAME e3391.b.akamaiedge.net A 23.197.17.65"
"1124","36.633214","192.168.1.172","23.197.17.65","TCP","70","55512  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1125","36.638055","23.197.17.65","192.168.1.172","TCP","66","443  >  55512 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1380 SACK_PERM WS=128"
"1126","36.639758","192.168.1.172","23.197.17.65","TCP","64","55512  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"1127","36.639812","192.168.1.172","23.197.17.65","TLSv1.2","238","Client Hello (SNI=store.viveport.com)"
"1128","36.645032","23.197.17.65","192.168.1.172","TCP","60","443  >  55512 [ACK] Seq=1 Ack=181 Win=64128 Len=0"
"1129","36.647056","23.197.17.65","192.168.1.172","TLSv1.2","2814","Server Hello"
"1130","36.647456","23.197.17.65","192.168.1.172","TLSv1.2","273","Certificate, Server Key Exchange, Server Hello Done"
"1131","36.648990","192.168.1.172","23.197.17.65","TCP","64","55512  >  443 [ACK] Seq=181 Ack=2980 Win=131072 Len=0"
"1132","36.650573","192.168.1.172","23.197.17.65","TLSv1.2","184","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1133","36.654944","23.197.17.65","192.168.1.172","TCP","60","443  >  55512 [ACK] Seq=2980 Ack=307 Win=64128 Len=0"
"1134","36.655423","23.197.17.65","192.168.1.172","TLSv1.2","312","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1135","36.657456","192.168.1.172","23.197.17.65","TLSv1.2","415","Application Data"
"1136","36.661612","23.197.17.65","192.168.1.172","TCP","60","443  >  55512 [ACK] Seq=3238 Ack=664 Win=64128 Len=0"
"1137","36.799559","192.168.1.11","173.194.194.206","TCP","64","[TCP Dup ACK 168#1] 40592  >  443 [ACK] Seq=1 Ack=1 Win=5435 Len=0"
"1138","36.803563","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"1139","36.810733","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"1140","36.829325","173.194.194.206","192.168.1.11","TCP","60","[TCP Dup ACK 169#1] 443  >  40592 [ACK] Seq=1 Ack=2 Win=288 Len=0"
"1141","36.843314","192.168.1.81","3.33.190.236","TLSv1.2","1165","Application Data"
"1142","36.877874","3.33.190.236","192.168.1.81","TLSv1.2","625","Application Data"
"1143","36.878054","192.168.1.81","3.33.190.236","TCP","70","37554  >  443 [ACK] Seq=10974 Ack=12817 Win=501 Len=0 TSval=133240183 TSecr=79474524"
"1144","37.050560","fe80::6c34:3c16:9604:eae1","ff02::c","SSDP","152","M-SEARCH * HTTP/1.1 "
"1145","37.051065","192.168.1.81","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"1146","37.051514","192.168.1.81","255.255.255.255","SSDP","136","M-SEARCH * HTTP/1.1 "
"1147","37.168209","23.197.17.65","192.168.1.172","TLSv1.2","541","Application Data"
"1148","37.168661","23.197.17.65","192.168.1.172","TLSv1.2","85","Encrypted Alert"
"1149","37.168661","23.197.17.65","192.168.1.172","TCP","60","443  >  55512 [FIN, ACK] Seq=3756 Ack=664 Win=64128 Len=0"
"1150","37.170221","192.168.1.172","23.197.17.65","TCP","64","55512  >  443 [ACK] Seq=664 Ack=3757 Win=130304 Len=0"
"1151","37.171697","192.168.1.172","23.197.17.65","TCP","64","55512  >  443 [FIN, ACK] Seq=664 Ack=3757 Win=130304 Len=0"
"1152","37.175945","23.197.17.65","192.168.1.172","TCP","60","443  >  55512 [ACK] Seq=3757 Ack=665 Win=64128 Len=0"
"1153","37.301433","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
